iter	Logloss
0	0.2674308733
1	0.2132407427
2	0.1934056164
3	0.1662167328
4	0.1574411478
5	0.140768531
6	0.1242052975
7	0.1186456501
8	0.1112117729
9	0.1090771781
10	0.1028223835
11	0.093304642
12	0.08431874176
13	0.08311659345
14	0.07776289857
15	0.07459491715
16	0.07385850095
17	0.07209869787
18	0.07106014122
19	0.06659623671
20	0.0641063139
21	0.0613825983
22	0.05810487362
23	0.05630459758
24	0.05493497313
25	0.05327376964
26	0.0522632599
27	0.04949380094
28	0.04727281455
29	0.04608040192
30	0.04540507237
31	0.04352166909
32	0.04222919215
33	0.04095874553
34	0.04071089796
35	0.04019472186
36	0.03904381814
37	0.03832872521
38	0.03758811045
39	0.03657484033
40	0.03628198033
41	0.03511304476
42	0.03364682252
43	0.03290515637
44	0.03232365437
45	0.03180275271
46	0.03155599645
47	0.03058271263
48	0.030334983
49	0.03011453776
50	0.02949209566
51	0.028847337
52	0.02831779905
53	0.02764056333
54	0.02745038139
55	0.02695955792
56	0.02661282781
57	0.02634776711
58	0.02598570292
59	0.02571200495
60	0.0252978476
61	0.02479207247
62	0.02472849049
63	0.02431968451
64	0.02411375834
65	0.0238779632
66	0.02372241942
67	0.02348354852
68	0.02327277102
69	0.02297771273
70	0.02276186873
71	0.02259924087
72	0.02245277422
73	0.02236516855
74	0.02217659661
75	0.02204170247
76	0.02174457844
77	0.02131071111
78	0.02108780137
79	0.02100773011
80	0.02083116922
81	0.02056475666
82	0.02042759262
83	0.02017920797
84	0.02017860235
85	0.02010194922
86	0.02009988553
87	0.01974076882
88	0.0195908342
89	0.01947407511
90	0.01933125368
91	0.01917967769
92	0.01896341764
93	0.01887129941
94	0.01879813183
95	0.01866034425
96	0.01853228298
97	0.0183351044
98	0.01817839309
99	0.01801941512
100	0.01795121831
101	0.01786469658
102	0.01782591768
103	0.01779184487
104	0.01779150463
105	0.01772368392
106	0.01772334897
107	0.01766253394
108	0.01765854645
109	0.01756829566
110	0.01750480886
111	0.01747242094
112	0.01747197434
113	0.01743691465
114	0.01734125999
115	0.01734126337
116	0.01734114813
117	0.01734082861
118	0.01734064401
119	0.01734062392
120	0.01733999293
121	0.01733983709
122	0.01733966306
123	0.01733966306
124	0.01733953111
125	0.01733899897
126	0.01733889895
127	0.01733862828
128	0.01733863674
129	0.01733860291
130	0.01733764691
131	0.01733664883
132	0.01733661647
133	0.01733637647
134	0.01733619884
135	0.0173360891
136	0.0173361703
137	0.0173352329
138	0.0173352329
139	0.01733516016
140	0.01733493348
141	0.01733498254
142	0.01733475247
143	0.01733458521
144	0.01733439363
145	0.0173343433
146	0.01725089296
147	0.01725040576
148	0.01716458317
149	0.01716462377
150	0.01709265195
151	0.01707850965
152	0.01707826415
153	0.01707830137
154	0.01707801061
155	0.01707812903
156	0.01707793618
157	0.01707748789
158	0.01707758072
159	0.01707758072
160	0.0170775065
161	0.0170775029
162	0.0170767148
163	0.01707687551
164	0.01707662324
165	0.01707659638
166	0.01707641369
167	0.01707575542
168	0.01707550357
169	0.01707552725
170	0.01707150096
171	0.01707128802
172	0.01707128802
173	0.01707122374
174	0.01707123389
175	0.0170711713
176	0.01707110173
177	0.01707112055
178	0.0170706416
179	0.01707058743
180	0.01707047768
181	0.01707047768
182	0.01703103792
183	0.01703103792
184	0.01703104659
185	0.01703090787
186	0.0170306998
187	0.017030578
188	0.01702996562
189	0.01694318849
190	0.01694297534
191	0.01694274887
192	0.01694264399
193	0.0169426609
194	0.01692962827
195	0.01692944895
196	0.0169288095
197	0.01692921043
198	0.01692919372
199	0.0169283832
200	0.0169278842
201	0.01690010295
202	0.01682093226
203	0.01671652117
204	0.0167146147
205	0.01666904095
206	0.01655642551
207	0.01655642551
208	0.01655638174
209	0.01655471016
210	0.0165211182
211	0.01645600826
212	0.01645597083
213	0.01645603701
214	0.01645583401
215	0.01645564962
216	0.0164555107
217	0.0164554498
218	0.0164554498
219	0.01645537198
220	0.01645534682
221	0.01645516581
222	0.01645511675
223	0.01645518251
224	0.01645509962
225	0.01645500341
226	0.01645479343
227	0.01645486469
228	0.01645483403
229	0.01645476827
230	0.01644372499
231	0.01644356915
232	0.01644365542
233	0.0164436402
234	0.01644361503
235	0.01644354567
236	0.01644345242
237	0.01644335261
238	0.01644325788
239	0.01644314137
240	0.01644288593
241	0.01644271824
242	0.01644278929
243	0.0164425865
244	0.0164426271
245	0.01644251884
246	0.01639592577
247	0.01633739369
248	0.016337226
249	0.01626856891
250	0.01626856891
251	0.01624222751
252	0.01622140992
253	0.01615788954
254	0.01615782843
255	0.01615704371
256	0.01615695236
257	0.01615677135
258	0.01615684557
259	0.01614019134
260	0.0161394555
261	0.016139413
262	0.0161390918
263	0.01613896133
264	0.01613866359
265	0.01613854535
266	0.01613813935
267	0.01613690952
268	0.01613573364
269	0.01613570995
270	0.01613569663
271	0.0161354291
272	0.01613511107
273	0.01613507745
274	0.01613506899
