iter	Passed	Remaining
151	302	1685
152	303	1681
153	305	1677
154	307	1674
155	308	1671
156	310	1667
157	312	1664
158	314	1661
159	315	1657
160	317	1653
161	318	1649
162	320	1645
163	322	1643
164	324	1640
165	325	1636
166	327	1632
167	329	1629
168	331	1627
169	332	1623
170	334	1621
171	336	1618
172	337	1613
173	339	1611
174	341	1608
175	342	1604
176	344	1600
177	345	1597
178	347	1593
179	349	1590
180	350	1587
181	352	1583
182	354	1581
183	356	1579
184	357	1575
185	359	1573
186	361	1570
187	362	1567
188	364	1564
189	366	1562
190	368	1560
191	370	1557
192	371	1555
193	373	1552
194	375	1550
195	377	1547
196	378	1544
197	380	1541
198	382	1538
199	384	1536
200	385	1532
201	387	1531
202	389	1529
203	391	1527
204	393	1525
205	395	1523
206	396	1520
207	398	1517
208	400	1514
209	401	1511
210	403	1508
211	405	1506
212	407	1503
213	408	1501
214	410	1498
215	411	1495
216	413	1491
217	415	1488
218	416	1485
219	417	1481
220	419	1478
221	421	1476
222	422	1473
223	424	1470
224	426	1467
225	427	1464
226	429	1462
227	431	1459
228	432	1457
229	434	1454
230	436	1452
231	438	1449
232	439	1447
233	441	1444
234	443	1442
235	444	1439
236	446	1437
237	448	1435
238	450	1433
239	451	1430
240	453	1428
241	455	1425
242	456	1423
243	458	1420
244	460	1418
245	462	1416
246	464	1415
247	466	1413
248	467	1411
249	470	1410
250	471	1407
251	473	1406
252	475	1405
253	478	1404
254	479	1401
255	481	1399
256	483	1397
257	485	1395
258	486	1393
259	489	1391
260	490	1389
261	492	1387
262	494	1384
263	495	1382
264	497	1380
265	499	1378
266	501	1375
267	502	1373
268	504	1371
269	506	1369
270	508	1366
271	509	1364
272	511	1361
273	513	1359
274	514	1356
275	516	1354
276	517	1351
277	519	1349
278	521	1347
279	523	1345
280	524	1342
281	526	1340
282	528	1338
283	529	1335
284	531	1333
285	533	1331
286	534	1329
287	536	1327
288	538	1324
289	540	1322
290	541	1319
291	543	1317
292	545	1315
293	546	1312
294	548	1310
295	549	1307
296	551	1305
297	553	1303
298	554	1301
299	556	1299
300	558	1297
301	560	1295
302	562	1292
303	563	1290
304	565	1288
305	567	1286
306	568	1283
307	570	1282
308	572	1280
309	574	1279
310	576	1276
311	578	1274
312	579	1272
313	581	1269
314	582	1267
315	584	1265
316	586	1262
317	587	1260
318	589	1258
319	590	1255
320	592	1253
321	594	1250
322	595	1248
323	597	1246
324	598	1244
325	600	1241
326	602	1239
327	603	1236
328	605	1234
329	606	1231
330	608	1229
331	609	1226
332	611	1224
333	612	1222
334	614	1219
335	616	1217
336	617	1215
337	619	1213
338	621	1211
339	622	1208
340	624	1206
341	625	1204
342	627	1202
343	629	1200
344	631	1198
345	632	1196
346	634	1194
347	636	1193
348	638	1191
349	640	1189
350	641	1186
351	643	1185
352	645	1182
353	647	1180
354	648	1179
355	650	1176
356	652	1174
357	654	1172
358	655	1171
359	657	1168
360	659	1167
361	661	1165
362	662	1163
363	664	1161
364	666	1159
365	667	1157
366	669	1155
367	671	1153
368	673	1151
369	675	1150
370	677	1147
371	679	1146
372	680	1144
373	682	1142
374	684	1140
375	686	1138
376	687	1136
377	689	1134
378	690	1132
379	692	1129
380	694	1127
381	696	1126
382	697	1124
383	699	1122
384	701	1119
385	702	1117
386	704	1115
387	705	1113
388	707	1111
389	709	1109
390	710	1107
391	712	1105
392	714	1103
393	715	1100
394	717	1098
395	719	1096
396	720	1094
397	722	1092
398	723	1090
399	725	1088
400	727	1086
401	728	1084
402	730	1082
403	732	1080
404	733	1077
405	735	1076
406	737	1074
407	739	1072
408	740	1070
409	742	1068
410	743	1066
411	745	1063
412	747	1061
413	748	1060
414	750	1058
415	752	1056
416	754	1054
417	755	1052
418	757	1050
419	758	1047
420	760	1046
421	762	1043
422	763	1041
423	765	1039
424	767	1037
425	768	1035
426	770	1033
427	771	1031
428	773	1029
429	775	1027
430	776	1025
431	778	1023
432	780	1021
433	781	1019
434	783	1017
435	784	1015
436	786	1013
437	788	1011
438	789	1009
439	791	1007
440	792	1005
441	795	1003
442	796	1001
443	798	1000
444	800	997
445	801	995
446	803	993
447	804	991
448	806	989
449	807	987
450	809	985
451	811	983
452	812	981
453	814	979
454	815	977
455	817	975
456	819	973
457	820	971
458	822	969
459	823	967
460	825	965
461	827	963
462	828	961
463	830	959
464	832	957
465	833	955
466	835	953
467	836	951
468	838	949
469	840	947
470	841	945
471	843	943
472	844	941
473	846	939
474	847	937
475	849	935
476	851	933
477	852	931
478	854	929
479	856	927
480	857	925
481	859	923
482	861	921
483	862	919
484	864	917
485	865	915
486	867	913
487	869	911
488	870	909
489	872	908
490	874	906
491	875	904
492	877	902
493	878	900
494	880	898
495	882	896
496	883	894
497	885	892
498	886	890
499	888	888
500	890	886
501	891	884
502	893	882
503	894	880
504	896	878
505	898	876
506	899	874
507	901	872
508	902	870
509	904	868
510	905	866
511	907	865
512	909	863
513	910	861
514	912	859
515	913	857
516	915	855
517	917	853
518	918	851
519	920	849
520	921	847
521	923	845
522	924	843
523	926	841
524	927	839
525	929	837
526	931	835
527	932	833
528	934	831
529	935	829
530	937	828
531	939	826
532	940	824
533	942	822
534	944	820
535	946	819
536	947	817
537	949	815
538	950	813
539	952	811
540	954	809
541	955	807
542	957	805
543	958	803
544	960	801
545	962	799
546	963	798
547	965	796
548	967	794
549	969	793
550	971	791
551	972	789
552	974	788
553	976	786
554	978	784
555	980	782
556	981	780
557	984	779
558	985	777
559	987	775
560	989	774
561	991	772
562	993	771
563	995	769
564	997	768
565	999	766
566	1001	764
567	1002	762
568	1004	760
569	1006	758
570	1007	757
571	1009	755
572	1010	753
573	1012	751
574	1014	749
575	1015	747
576	1017	746
577	1019	744
578	1021	742
579	1022	740
580	1024	738
581	1026	736
582	1027	735
583	1029	733
584	1030	731
585	1032	729
586	1033	727
587	1035	725
588	1036	723
589	1038	721
590	1040	719
591	1041	717
592	1043	716
593	1044	714
594	1046	712
595	1048	710
596	1049	708
597	1051	706
598	1053	705
599	1054	703
600	1056	701
601	1058	699
602	1059	697
603	1061	695
604	1062	693
605	1064	692
606	1066	690
607	1068	688
608	1069	686
609	1071	685
610	1073	683
611	1074	681
612	1076	679
613	1077	677
614	1079	675
615	1081	674
616	1083	672
617	1084	670
618	1086	668
619	1087	666
620	1089	664
621	1091	663
622	1092	661
623	1094	659
624	1095	657
625	1097	655
626	1098	653
627	1100	651
628	1102	650
629	1103	648
630	1105	646
631	1106	644
632	1108	642
633	1109	640
634	1111	638
635	1113	637
636	1114	635
637	1116	633
638	1117	631
639	1119	629
640	1120	627
641	1122	625
642	1123	623
643	1125	622
644	1126	620
645	1128	618
646	1129	616
647	1131	614
648	1132	612
649	1134	610
650	1136	609
651	1137	607
652	1139	605
653	1140	603
654	1142	601
655	1143	599
656	1145	597
657	1146	596
658	1148	594
659	1150	592
660	1151	590
661	1153	588
662	1154	586
663	1156	585
664	1158	583
665	1159	581
666	1161	579
667	1162	577
668	1164	576
669	1166	574
670	1167	572
671	1169	570
672	1170	568
673	1172	566
674	1173	565
675	1175	563
676	1176	561
677	1178	559
678	1180	558
679	1182	556
680	1184	554
681	1185	552
682	1187	551
683	1189	549
684	1190	547
685	1192	545
686	1194	544
687	1195	542
688	1197	540
689	1198	538
690	1200	536
691	1202	535
692	1203	533
693	1205	531
694	1206	529
695	1208	527
696	1209	525
697	1211	524
698	1213	522
699	1214	520
700	1216	518
701	1217	516
702	1219	515
703	1221	513
704	1222	511
705	1224	509
706	1225	508
707	1227	506
708	1229	504
709	1230	502
710	1232	500
711	1233	499
712	1235	497
713	1236	495
714	1238	493
715	1240	491
716	1241	490
717	1243	488
718	1244	486
719	1246	484
720	1248	482
721	1249	481
722	1251	479
723	1252	477
724	1254	475
725	1256	474
726	1257	472
727	1259	470
728	1260	468
729	1262	466
730	1263	465
731	1265	463
732	1267	461
733	1268	459
734	1270	457
735	1271	456
736	1273	454
737	1274	452
738	1276	450
739	1277	449
740	1279	447
741	1281	445
742	1282	443
743	1284	441
744	1285	440
745	1287	438
746	1289	436
747	1290	434
748	1292	433
749	1293	431
750	1295	429
751	1297	427
752	1298	425
753	1300	424
754	1302	422
755	1303	420
756	1305	418
757	1306	417
758	1308	415
759	1310	413
760	1311	411
761	1313	410
762	1315	408
763	1316	406
764	1318	404
765	1320	403
766	1321	401
767	1323	399
768	1324	397
769	1326	396
770	1328	394
771	1329	392
772	1331	390
773	1332	389
774	1334	387
775	1336	385
776	1337	383
777	1339	382
778	1340	380
779	1342	378
780	1344	376
781	1345	375
782	1347	373
783	1349	371
784	1350	369
785	1352	368
786	1353	366
787	1355	364
788	1357	362
789	1358	361
790	1360	359
791	1361	357
792	1363	355
793	1365	354
794	1366	352
795	1368	350
796	1369	348
797	1371	347
798	1373	345
799	1374	343
800	1376	341
801	1378	340
802	1379	338
803	1381	336
804	1382	334
805	1384	333
806	1386	331
807	1387	329
808	1389	328
809	1391	326
810	1392	324
811	1394	322
812	1395	321
813	1397	319
814	1399	317
815	1400	315
816	1402	314
817	1404	312
818	1405	310
819	1407	308
820	1409	307
821	1410	305
822	1412	303
823	1414	302
824	1415	300
825	1417	298
826	1419	296
827	1420	295
828	1422	293
829	1424	291
830	1425	289
831	1427	288
832	1429	286
833	1430	284
834	1432	283
835	1433	281
836	1435	279
837	1436	277
838	1438	276
839	1440	274
840	1441	272
841	1443	270
842	1444	269
843	1446	267
844	1447	265
845	1449	263
846	1451	262
847	1452	260
848	1454	258
849	1456	256
850	1457	255
851	1459	253
852	1460	251
853	1462	250
854	1464	248
855	1465	246
856	1467	244
857	1469	243
858	1470	241
859	1472	239
860	1473	237
861	1475	236
862	1477	234
863	1478	232
864	1480	231
865	1482	229
866	1483	227
867	1485	225
868	1486	224
869	1488	222
870	1490	220
871	1491	218
872	1493	217
873	1494	215
874	1496	213
875	1498	212
876	1499	210
877	1501	208
878	1503	206
879	1504	205
880	1506	203
881	1507	201
882	1509	200
883	1511	198
884	1513	196
885	1514	194
886	1516	193
887	1517	191
888	1519	189
889	1521	188
890	1522	186
891	1524	184
892	1525	182
893	1527	181
894	1529	179
895	1530	177
896	1532	175
897	1533	174
898	1535	172
899	1537	170
900	1538	169
901	1540	167
902	1541	165
903	1543	163
904	1545	162
905	1546	160
906	1548	158
907	1549	157
908	1551	155
909	1553	153
910	1554	151
911	1556	150
912	1558	148
913	1559	146
914	1561	145
915	1562	143
916	1564	141
917	1565	139
918	1567	138
919	1568	136
920	1570	134
921	1572	133
922	1573	131
923	1575	129
924	1576	127
925	1578	126
926	1579	124
927	1581	122
928	1583	121
929	1584	119
930	1586	117
931	1588	115
932	1589	114
933	1591	112
934	1592	110
935	1594	109
936	1595	107
937	1597	105
938	1599	103
939	1601	102
940	1603	100
941	1605	98
942	1606	97
943	1608	95
944	1610	93
945	1612	92
946	1613	90
947	1615	88
948	1616	86
949	1618	85
950	1620	83
951	1621	81
952	1623	80
953	1625	78
954	1627	76
955	1629	74
956	1630	73
957	1632	71
958	1634	69
959	1635	68
960	1637	66
961	1638	64
962	1640	63
963	1642	61
964	1643	59
965	1645	57
966	1647	56
967	1648	54
968	1650	52
969	1652	51
970	1653	49
971	1655	47
972	1657	45
973	1658	44
974	1660	42
975	1662	40
976	1663	39
977	1665	37
978	1667	35
979	1669	34
980	1671	32
981	1672	30
982	1674	28
983	1676	27
984	1678	25
985	1679	23
986	1681	22
987	1683	20
988	1685	18
989	1686	17
990	1688	15
991	1690	13
992	1692	11
993	1694	10
994	1695	8
995	1697	6
996	1699	5
997	1701	3
998	1703	1
999	1705	0
