iter	Logloss
447	0.06736107957
448	0.06733389361
449	0.06729705773
450	0.06721853532
451	0.0671601747
452	0.06706093928
453	0.0669831586
454	0.06687914609
455	0.06683011096
456	0.06669582112
457	0.06663419396
458	0.06658504991
459	0.0665092539
460	0.06645830977
461	0.06636466862
462	0.06630775254
463	0.06620972213
464	0.06616470681
465	0.06608499261
466	0.06599538188
467	0.06594280177
468	0.0658697192
469	0.06584243491
470	0.06581391286
471	0.06569015281
472	0.06566456888
473	0.06560825423
474	0.06551902969
475	0.06540796777
476	0.06529262293
477	0.06524868106
478	0.06515929431
479	0.06507866957
480	0.06497429917
481	0.06489654843
482	0.06484340012
483	0.06478182011
484	0.06472825756
485	0.0646990532
486	0.06463916505
487	0.06459592411
488	0.06452926994
489	0.06447714981
490	0.06441966388
491	0.06432561933
492	0.06428078933
493	0.06418815467
494	0.06406588395
495	0.06393589449
496	0.06389466935
497	0.06386118348
498	0.0638338603
499	0.06378048118
500	0.0637183009
501	0.06368524224
502	0.06367227014
503	0.06365658815
504	0.06363472155
505	0.06358008839
506	0.06350279408
507	0.06342931825
508	0.06334562337
509	0.06330687826
510	0.06329367016
511	0.06323607884
512	0.06319720783
513	0.06316620458
514	0.06310624546
515	0.06301455174
516	0.06292066162
517	0.06281016931
518	0.06274570305
519	0.0626675772
520	0.06257819446
521	0.06248405843
522	0.06241652603
523	0.06236317732
524	0.06231426173
525	0.06230111046
526	0.06224747411
527	0.06217642691
528	0.06211096076
529	0.06208517407
530	0.06204254683
531	0.06192627472
532	0.06186229673
533	0.06181739105
534	0.06172598519
535	0.06165005504
536	0.06154719448
537	0.06151728966
538	0.06146491443
539	0.06136808195
540	0.06131718403
541	0.06122994393
542	0.06116047071
543	0.06109319482
544	0.06104306314
545	0.06103186283
546	0.06098079375
547	0.0608973509
548	0.06084262956
549	0.06082084099
550	0.06074621486
551	0.06073073256
552	0.06069745275
553	0.06066234857
554	0.06059296211
555	0.06052442888
556	0.06049465444
557	0.06042480917
558	0.06038271806
559	0.06035976457
560	0.06026453035
561	0.06018920634
562	0.0601187884
563	0.06006696392
564	0.06000429255
565	0.0599702215
566	0.05992516234
567	0.0598430933
568	0.05974717959
569	0.05966061473
570	0.05958423096
571	0.05954158038
572	0.05951889307
573	0.05943253591
574	0.0593864738
575	0.05934973741
576	0.05929295996
577	0.05926665812
578	0.05919837221
579	0.05912007991
580	0.05908009113
581	0.05906963608
582	0.05903056278
583	0.05901211337
584	0.05896817833
585	0.05891573568
586	0.05890174814
587	0.05882377247
588	0.05877632452
589	0.05872718401
590	0.05863801275
591	0.05859754371
592	0.05853092679
593	0.05845468613
594	0.05839983229
595	0.05837039146
596	0.05828504409
597	0.05825776853
598	0.05818914454
599	0.0581342103
600	0.05811079117
601	0.05802921936
602	0.05796700656
603	0.05791115048
604	0.05782970952
605	0.05774354734
606	0.05769645092
607	0.05768626865
608	0.057581952
609	0.05751737705
610	0.05749898446
611	0.05748227995
612	0.05741780379
613	0.0573718473
614	0.05736291506
615	0.05732886971
616	0.05726847466
617	0.05723567793
618	0.05719222174
619	0.05718405385
620	0.05716620824
621	0.05716618183
622	0.05712383539
623	0.05707611961
624	0.05706295678
625	0.05700597657
626	0.05697294313
627	0.05693004405
628	0.05686231974
629	0.05681987828
630	0.05678121192
631	0.05675105106
632	0.05673529763
633	0.05669877084
634	0.05665593943
635	0.05664227984
636	0.05657718668
637	0.05656556812
638	0.05649773983
639	0.05646178855
640	0.0564413363
641	0.05640925371
642	0.0564019657
643	0.05633782975
644	0.05631723133
645	0.05629873358
646	0.05626820516
647	0.0562269911
648	0.05618917137
649	0.05615505648
650	0.05611922897
651	0.05608857724
652	0.05607042065
653	0.05605818627
654	0.05603102836
655	0.05602493333
656	0.05594096897
657	0.05590429153
658	0.05586795595
659	0.05585418154
660	0.05574367792
661	0.0557170394
662	0.05568905325
663	0.05565872287
664	0.05563158429
665	0.05558447419
666	0.05557388287
667	0.0555650605
668	0.05549605267
669	0.05548822099
670	0.05547570227
671	0.05544124316
672	0.05541028517
673	0.05540401001
674	0.0553244566
675	0.05528650201
676	0.0552363892
677	0.05519432167
678	0.05515337403
679	0.05510885052
680	0.05504840549
681	0.0550081668
682	0.05495968148
683	0.05494261625
684	0.05493174931
685	0.05488046262
686	0.05485597075
687	0.05479510252
688	0.05479059396
689	0.05474056343
690	0.05473332163
691	0.05472530252
692	0.05469239899
693	0.05466872122
694	0.05461174808
695	0.05458276416
696	0.05453900218
697	0.05450360047
698	0.05448006393
699	0.05445071127
700	0.05439046334
701	0.05435172035
702	0.05434723325
703	0.05431652376
704	0.05424085577
705	0.05420743261
706	0.05413851579
707	0.05405524104
708	0.05400991687
709	0.05397167112
710	0.05394993559
711	0.05387482189
712	0.05381430872
713	0.05378203304
714	0.05375093594
715	0.05369762072
716	0.05363472537
717	0.05358714987
718	0.05353136216
719	0.05351204843
720	0.0534663468
721	0.05344313491
722	0.05341900871
723	0.05337396534
724	0.0533312247
725	0.05330392321
726	0.05325127402
727	0.0532339867
728	0.05315947821
729	0.05309825468
730	0.05305041465
731	0.05300285354
732	0.05296940232
733	0.05292636603
734	0.0529156099
735	0.05291024362
736	0.05287784039
737	0.05287021123
738	0.05284222814
739	0.05279424453
740	0.05275973849
741	0.05273910801
742	0.05271917798
743	0.05270543611
744	0.0526504842
745	0.05263092456
746	0.05261826486
747	0.05256464148
748	0.0525411811
749	0.05252328479
750	0.05250799959
751	0.05250221931
752	0.05246599242
753	0.0524151327
754	0.0523999859
755	0.05235738082
756	0.05233522045
757	0.05225952464
758	0.0522157016
759	0.05219627376
760	0.05215294629
761	0.05210713385
762	0.05206059714
763	0.0520184933
764	0.05199425229
765	0.05194676874
766	0.0519153826
767	0.05189020395
768	0.05181279365
769	0.05177842224
770	0.05175703188
771	0.05171818232
772	0.05168665119
773	0.05164870461
774	0.05163018258
775	0.0516019062
776	0.05157982339
777	0.05154164365
778	0.0514931522
779	0.05146746311
780	0.05143232522
781	0.05139947568
782	0.05138417752
783	0.0513697781
784	0.05132138449
785	0.05129981966
786	0.05126119385
787	0.05119998682
788	0.05116693664
789	0.05111900867
790	0.05107315049
791	0.0510430969
792	0.05101836715
793	0.05100422141
794	0.05098284732
795	0.05095886424
796	0.05092859139
797	0.05092092403
798	0.05086354985
799	0.05084995817
800	0.05084457115
801	0.05082526472
802	0.05079426359
803	0.05078605232
804	0.05072709191
805	0.05068872756
806	0.05063393313
807	0.05060126631
808	0.05057646088
809	0.05045649501
810	0.05041446049
811	0.05038934479
812	0.0503168811
813	0.05028802827
814	0.0502651448
815	0.0502227281
816	0.05020054557
817	0.05015292221
818	0.05011425065
819	0.05008415392
820	0.05007896376
821	0.05003322724
822	0.0500094712
823	0.0499902605
824	0.04996448771
825	0.04994102827
826	0.04992917394
827	0.04989144074
828	0.04988493878
829	0.04984129987
830	0.04982576948
831	0.04979726888
832	0.04977347583
833	0.04975539609
834	0.04974597794
835	0.04970810587
836	0.04968062143
837	0.04965996807
838	0.04963685096
839	0.04961937267
840	0.04958278788
841	0.04954103699
842	0.04951180622
843	0.04949406104
844	0.04948381676
845	0.0494592992
846	0.04943780204
847	0.04942163201
848	0.04939422631
849	0.04937386082
850	0.04936190653
851	0.04933777846
852	0.04932293179
853	0.04927898544
854	0.04924381525
855	0.04922445766
856	0.04920507226
857	0.04917815507
858	0.04915010903
859	0.04910364446
860	0.04908695315
861	0.04906487082
862	0.04903480827
863	0.04899057122
864	0.04895926642
865	0.04891578948
866	0.04889515711
867	0.04888091612
868	0.04885645703
869	0.04885333407
870	0.04883522203
871	0.04880680843
872	0.04875783366
873	0.04873594489
874	0.04871163315
875	0.04869270183
876	0.04863152592
877	0.04861345916
878	0.04855350004
879	0.04853967164
880	0.0484928506
881	0.04843058686
882	0.04840415676
883	0.04835830024
884	0.04831409714
885	0.04828254855
886	0.04823421884
887	0.04819844886
888	0.04815295164
889	0.04812349501
890	0.04808392542
891	0.04804719446
892	0.04802690937
893	0.04800270656
894	0.04796727938
895	0.04793688888
896	0.04791364399
897	0.04788298141
898	0.04786213944
899	0.04782376967
900	0.04780014048
901	0.04777264047
902	0.04773966786
903	0.04769641065
904	0.04768548242
905	0.04766528456
906	0.04759973377
907	0.0475891019
908	0.04756222502
909	0.04754403
910	0.04753222613
911	0.04750157464
912	0.04749182924
913	0.04747285077
914	0.04743597575
915	0.04741424754
916	0.04737889416
917	0.04734837682
918	0.04730251888
919	0.04726862088
920	0.04723037654
921	0.04720741291
922	0.04719776536
923	0.04716717139
924	0.04715966271
925	0.04713161973
926	0.04711281007
927	0.04709374295
928	0.04706972473
929	0.04702598114
930	0.04699028873
931	0.04697289555
932	0.04696188315
933	0.0469508144
934	0.04692502487
935	0.04690781724
936	0.04686558892
937	0.04682815703
938	0.04681238993
939	0.04679297411
940	0.04676593762
941	0.04674880001
942	0.04673973904
943	0.04672646045
944	0.04667597041
945	0.04666402885
946	0.04664881557
947	0.04662323092
948	0.04658366511
949	0.04656191756
950	0.04653176778
951	0.04652018011
952	0.04651705762
953	0.04648061924
954	0.04648061194
955	0.04645233131
956	0.04642092088
957	0.04641192381
958	0.04638535885
959	0.04636318692
960	0.04632975127
961	0.04631249908
962	0.04630567105
963	0.04629232928
964	0.04626466494
965	0.0462419425
966	0.0461929814
967	0.04616874747
968	0.04614262646
969	0.04612195
970	0.04611095056
971	0.04611093665
972	0.04610395585
973	0.04607685122
974	0.04606450297
975	0.04605132646
976	0.0460394073
977	0.04603455288
978	0.04598391195
979	0.0459201353
980	0.04589018663
981	0.04586206868
982	0.04582791676
983	0.04581933511
984	0.04580048819
985	0.04578124048
986	0.04575709306
987	0.04573054768
988	0.04571645781
989	0.04570594288
990	0.04567495306
991	0.04564148557
992	0.04559915965
993	0.04559284135
994	0.04558840753
995	0.04557177917
996	0.04555149904
997	0.04553919133
998	0.04553921986
999	0.04553141765
